text,depressive
"Ah I feel ya, I’m doing a lot of cleaning and organizing projects right now too. Got a bag of blood oranges for the holiday and some fancy cheese. Take care of yourself though, eat if you need to. This is a holiday that requires a lot of reflection and that’s really hard to do w/ an empty fuel tank.",0
"Watching Mom, the most joyful and social person I know, wither away day after day is horrifying. I feel empty.",0
"She came to my life, I was claimed
her gaze like clear summer skies
casted her magic from afar
now I feel so empty, alone

my voice voided, her arts arcane
we waved her words and wants brainwide
flared my weak mind with her spark
now Goddess is forever gone",0
"Sometimes I actually hope that he did once feel empty and hopeless and helpless. Because if he felt that horrible and survived to be such a fantastic grown-up, then maybe there’s hope for me.",0
"Arcane Season 1 blew my mind.
Arcane Season 2 blew my mind again.
Season 2 Episode 7 totally wrecked me.

I'm spent. I feel so empty right now.",0
"omg this is a great list so far- i was like ""mom, you gotta go to popular with friends"" but then hers was empty bc her account is new and i feel like that and what's hot are good for ""oh fuck, this just happened"" which we can't get anywhere else now :(",0
I honestly don't know how I feel about this.,0
"Kinda bugs me how they said the fantastic 4 universe only has them in it and no other superheroes. I know the why, but it makes the world feel abit empty. Like wouldn’t it be cool if they mentioned the original human torch, the X-men or some forgotten characters before they make the switch.",0
"already up to 500 followers here, which is more than i had on twitter as recently as june! it is really starting to feel empty over there but not full here yet either",0
,0
dr bronners rocks because of the reading material but it also like... goes away? cheap washes have some... surfactant? benzoate? coagulent of some kind where it never goes away. i feel like you could pressure spray an empty bottle of suave or something and still get suds minutes later. creepy,0
"I don't feel like yelling or crying, I just feel fucking empty.",0
"Another excerpt from TO DRIVE THE HUNDRED MILES.

(that's it. that's the post. I have the tired sleepies today. again.)",0
"i don't have a proper ref sheet drawn up yet, but i love seeing other people's takes on me!  feel free to take artistic liberties with what's not there.  i could tell you, but i think it's more fun this way c:",0
I carved it out of my heart maybe thats why I feel so empty,0
"PS: There's also a discord where I post about my tinkerings, which might be helpful now that this site is no longer empty XD

Stop on by, and feel free to drop me a DM there with any commission questions!

It's a quiet server. I do not have a fanclub, so it will not bloop much.

discord.gg/dU68ZT6a",0
"I'm sure you feel it now, how my words always seem to slip a bit deeper, how you seem to fall quicker for me, how easy it is for me to pull you down into such safe, empty places~ I bet you love it. Sinking deeper for such a Mouse as you give into my power. 

Good creature~",0
"How much interaction I get, if I feel like I’m connecting with anyone. Followers are cool, but if no one actually interacts it feels empty.",0
Sometimes I feel lost and empty but then I remember my wife in a suit and I quickly realize again that life is worth living,0
I am really considering it sir! I wanna fee full all the time and right now I feel so empty,0
"I hesitate to call this a #ShitpostTTRPG because it's more of a weird, mindfulness exercise - but I'm going to put it here anyway.

Are you prone to self deprecation? The Thief of Joy loves that, that means they're winning.
Don't let them win.",0
All the wood is now moved and I feel empty! Who else has wood that needs a handling? 😈🤗💪,0
#GSUpdates #Webcomic #Fantasy #p4,0
"I thought it the first time I was there, and with AEW picking cool looking smaller venues these days rather than half empty arenas, I feel it would be a perfect fit with first bank gone now",0
,0
Slept thru most of my flight. Gods did it feel great. I also got. Really lucky?! My entire row was empty so I had so much room to spread out. I haven't had this happen on a flight in a decade. Almost an hour left til we land.,0
"What I like about this place is how empty it feels, while still giving me the feel of been ""connected enough"" with others. Definitely appealing so far :)",0
"I like to go ""window shopping"" on Uber Eats when I'm broke and add all the food I want to eat in the cart. When I finally get paid I empty the cart cause I feel like I should save money instead.",0
"Among the first of my thoughts when I wake and among the last when I slumber.

I love you, and you'll probably never know what that really means

I just...it hurts regardless. Mind searching, searching, searching to distract every day, anything to not feel Empty.",0
"They've objected to unanimous consent twice, I think (open to correction if I'm mistaken). They could be doing it much more. They could be calling for quorum instead of speechifying to empty rooms.

If you don't feel like calling Senators that's cool. They could still be doing much more, now.",0
I don't think this is the sort of thing anybody needs to apologize for. Even if we both feel empty. Even if an important part of us is gone.,0
"Also, btw, I feel like an empty coat rack posing as an account. I promise that I will flesh out my account soon.",0
no thoughts head's empty apenas o Mike Shinoda cantando “why do I feel like I deserve this?” todo melancólico em No Roads Left,0
Huh why do I feel empty,0
"I hate feeling alone. I hate the fact I went out with friends yesterday & as soon as I got home I felt alone. I hate the fact I'm going to travel over new years & see friends I haven't seen in years, & I know I'll still feel alone. I want to show them how much I love them but it all feels empty now.",0
"The Quick and the Dead (1995) Sharon gave B+ performance. She couldn’t portray a tortured soul to save her life, but I did believe she was scared. DiCaprio was so fucking good, but this was Hackmans movie. Ellen should’ve stayed w Cort so there could be closure, cuz u feel empty at the end. #filmsky",0
i had such an amazing week with friends at the beach that now that im back home i feel so empty and sad snbdvsd,0
"How can the void be so deep when empty?
with eyes so dull, yet filled with empathy,
viscera coats your hands, but they are soft~
your thighs, your legs, your stomach filled by rot~
teeth gnashing for flesh, yet I feel so loved~
break my skin - make me bloom red as roses bud~",0
"""Did I not do a good job this time?""

My first #Sanabi #fanart (and won't be my last!) Tragic protagonists are really becoming my jam.

I took this opportunity to test a new coloring process and glitch effects. It does feel a bit different of what I usually draw.

#BRArt #brazilianArt",0
"www.youtube.com/watch?v=zTuD... 
I believe them bones are me
Some say we're born into the grave
I feel so alone, gonna end up a
Big ole pile of them bones
Dust rise right on over my time
Empty fossil of the new scene
Toll due bad dream come true
I lie dead gone under red sky
#music #aliceinchains",0
I feel you. One thing that's making it difficult for me to switch over fully is that not every interesting account I follow on twt has made the move yet. Mostly testing the waters here as far as film and political stuff goes. Bsky was quite empty when I first made one last year...,0
for the record i personally think that im not that interesting for one because most of my words are empty and well i don't feel that im anything special or something,0
There's still _so_ much that I could explore... I just feel so empty right now...,0
"www.youtube.com/watch?v=zTuD... 
I believe them bones are me
Some say we're born into the grave
I feel so alone, gonna end up a
Big ole pile of them bones
Dust rise right on over my time
Empty fossil of the new scene
Toll due bad dream come true
I lie dead gone under red sky
#music #aliceinchains",0
"i think a lot about what the difference is between something like BOTW and ubisoft games, where one feels like a wanderlust adventure and the other feels like an empty hub. it's level design. BOTW/TOTK have meticulously crafted worlds that feel real. AC is a flatland between copied activities",0
"Also, btw, I feel like an empty coat rack posing as an account. I promise that I will flesh out my account soon.",0
I don't think this is the sort of thing anybody needs to apologize for. Even if we both feel empty. Even if an important part of us is gone.,0
no thoughts head's empty apenas o Mike Shinoda cantando “why do I feel like I deserve this?” todo melancólico em No Roads Left,0
Sometimes I feel lost and empty but then I remember my wife in a suit and I quickly realize again that life is worth living,0
"I hesitate to call this a #ShitpostTTRPG because it's more of a weird, mindfulness exercise - but I'm going to put it here anyway.

Are you prone to self deprecation? The Thief of Joy loves that, that means they're winning.
Don't let them win.",0
,0
hmmm why do I feel so gloomy when I know I'm going home to an empty house and won't have any meaningful social interactions in this entire day hmmm this is such a mystery,0
It's honestly why my twitter is so empty cause I didn't feel like I should post unless it was art or something about streaming again lmaooo,0
I thought i remembered it being rough... does it feel empty?,0
"Yes on the guilt!!! For me it helped me realize it wasn’t my fault and that I don’t need religion or groups to feel whole. A lot of us who leave feel empty when we do, and I think that’s why. It’s been ingrained that being part of that group is THE ONLY way to be.",0
"I constantly feel like i'm running on empty, and it's really no wonder why.",0
I honestly don't know how I feel about this.,0
"What I like about this place is how empty it feels, while still giving me the feel of been ""connected enough"" with others. Definitely appealing so far :)",0
"I wish they open the app for everyone pretty soon, I love the app but I feel it empty...",0
flaminghydra.com/not-coming-b...,0
"i just got back from a late night ride, probably last of the season cause ice is coming soon, but you never feel as free as you do when you get on a sports bike on a freeway. my head is just empty now, it’s so great.",0
"PS: There's also a discord where I post about my tinkerings, which might be helpful now that this site is no longer empty XD

Stop on by, and feel free to drop me a DM there with any commission questions!

It's a quiet server. I do not have a fanclub, so it will not bloop much.

discord.gg/dU68ZT6a",0
"Man...I know the sinus infection thing isn't helping but I feel so boring lately. Sometimes I'm like ""mm cozy bland resting 🥰"" but other times I feel like I'm so boring right now my friends will forget/be hurt cuz I have so little to discuss. Brain empty",0
"A brewery can keep dozens of empty pubs, harming communities on a whim.

I feel like the tax system could handle this. Rates increase every month it is closed?

www.theguardian.com/news/2024/de...",0
I cannot describe how gorgeous Dragon Age is and how much fun I'm having taking to everyone and exploring very single corner of the world. They really fine tuned how to make interesting areas to explore that don't feel bloated or too empty.,0
I am really considering it sir! I wanna fee full all the time and right now I feel so empty,0
"We raised over £1000 in #WitchesForPalestine. A supposedly Israeli Witch came to bully us in the comments. Is it just me or, if I had ""won"" like they imagine Israel did, I would be out celebrating, not taunting? Still, I am always grateful for this transparency. #witchsky (alt has full transcript)",0
"Hello!
I just randomly stumbled upon this and decided to check it out, then found a well of really awesome information!

I feel like allot of this should have been obvious to me, but actually seeing it put it to words and not vague ideas bouncing around in my, very empty, head really helped.",0
I would like one work week where I don’t feel like an empty husk at the end of it. Please.,0
"I do not understand why sitting in a nice lounge cafe with a laptop, while it's basically empty except for me, makes me feel like such a wanker. That's what they're here for! You're invited to do this! Why do I feel so aggressively self-conscious about it!!",0
"It is SOOOO amazing. Was very affecting, can't help but feel it as you walk round the silent empty rooms (if you're lucky!). Something this series and the people in it conveyed rather well I thought, with quiet sensitivity.",0
"She died right in front of me, and I can’t move on. The guilt is overwhelming—I feel like it’s my fault, like I failed her when she needed me most. The house feels so empty without her, and the pain is unbearable. I miss her so much it hurts, and I don’t know how to let go of this sadness.",0
"my seasonal depression is starting to appear, i think 😔 all i want to do is sleep and i feel so unhappy & listless & empty,, i really hate this 😭💔",0
"OH YEAH I FEEL THAT SOOOOO MUCH, back when i was in school i used to do this so much because it was much easier to just insert myself into a group and kinda destroy it but now its not that easy and i will just isolate myself so it feels like that empty void in you",0
"never been less empty, all i feel is free now",0
"I get bored by the storytelling. I wander aimlessly around open worlds that are either empty or dead, looking for something to do. Fun has been replaced with super-serious themes, which make the medium feel more like interactive movies than anything enjoyable.",0
"I feel like this is a hidden curse that was disguised as a blessing, and when it reaches a certain point of growth the second half of the curse activates.  Perhaps turning him into just an empty vessel  that promotes growth in others?",0
Yet again I'm wondering how empty I would feel if THIS was my job 😬,0
So I took some time off because I had a lot of things I had to do then needed some time to rest afterwards.  Now I'm back to writing and could use about two volunteers for new #Vtuber Spotlights to work on this week.  If you're interested or know someone who is feel free to tag or leave a comment.,0
"Now that I have been fucking around with my PowerBook 150, I can make a list of what parts or can be modified to work with it.

I feel like the 150 plastics are pretty brittle compared to the rest of the series, so why not use other parts lol

I'm probably gonna modify it deeper, maybe add ADB and",0
I feel like the only local place worse than Jville Mall is Outlet City in Tawa… which has far less empty shops but is still so so dreary.,0
A couple of my sisters and my mom mostly live their lives this way and I feel sorry for them. I'm glad I didn't fall into the trap. They are lonely people with mostly empty lives,0
Loving Halloween and having depression feels so cursed 💀 what do you mean it’s my favorite day/holiday but I feel empty inside 💀💀💀,0
"I feel the same except I often feel like there's no actual reason for anyone to follow me. I interact and post occasionally, but not enough for people to recognize me I don't think. So when I get empty profile people following me I either think they're bots or they're lurkers lol",0
"im cute and normal, im available for acting roles, i feel empty and cannot envision a future for myself or others",0
"I so often feel empty inside, but then the leaves start to turn and fall from the trees, you fill a chill in the air, and suddenly the emptiness goes away... and is been replaced with a Spirit Halloween store.",0
"even if the bed is empty, we still have to generate the amount of power required to haul around 5,000 pounds of weight for them every where they go. I know because I can feel the heat that ""cars"" produce in traffic. There's no snow any more. It costs 746 watts of power per horse power.",0
I can hardly stand it. Will my life always feel so empty?,0
"After not being hyped for Soul at all, turning it on while getting my hair done, and having to stop the braiding because I was sobbing too heavily, I can no longer safely casually watch Pixar movies. rn I got Inside Out 2 behind glass that says ""break if you feel empty inside ONLY"".",0
The last of my car repairs is supposed to take about an hour so I decided to wait and grab coffee at a spot in the neighbourhood I’ve never visited before. I feel like I’ve been transported.,0
"After something big happens in my life I feel so empty 

I was looking forward to that show for five months and now that it’s over I feel… empty again.",0
"Even when I feel like I am running on empty creatively, and I don't want to do anything, I still manage to do something like a poem or a quick piece of flash fiction. It might take me forever, but something small still happens.

I don't know if it is healthy I do that.",0
Some days I just feel like a poorly made sim with all my needs teetering on empty.,0
"What an absolutely draining experience.
It was a bunch of bad levels and useless enemies, one ""okay"" boss at the very end, and then it stopped.
You could have a more fulfilling hack-n-slash experience playing Golden Axe.
I feel lesser for beating it. I feel empty.
DMC3, please save me.",0
"Okay, so, I'm new here because I got fed up with the other app and was procrastinating on writing my book on the global history of modern Muslim Qur'an translation and I feel like my profile is too empty, so here's a picture of the food I made yesterday. 😜",0
yesterday fucked me up so bad that i woke up today feeling like every emotion had been zapped from my body. maybe that’s also the depression but DAMN. i feel empty,0
"Ok, I feel like an idiot. 

I'm having great conversations w/ @davis.social about Bluesky & tech (he created AI Imagery Labeler, for example) & potential tools for the #kidlit community (thx @charlenedraws.bsky.social for introducing us), & only JUST realized that he's also an amazing artist. 🎨💙",0
I feel exhausted wit him mate….I’m not going either so my seat will be empty that’s a dead cert. Heartbreaking really 😔,0
"comm from @smuppetfan69.bsky.social! @foxholead.bsky.social saw me all pent up and decided to climb up and hug my shaft before i empty! he hasn't snuggled ME yet, and he keeps waving his tail in my face, though this does feel pretty good... i suppose i'll let him keep doing this for a while >w>",0
"Part of this, I feel, is because of its pre-emptive demand for legitimacy as a genre, part of it, I feel, is its rather empty promises of a 'better world' being imagined as that's not really the 'vibe' I observe getting popular in the literary scene right now, and part of it is simply because it...",0
i want it to be summer so bad i'm so fucking sick of this cold empty gray i want to be able to go on a walk after work i want to be able to wear clothes that don't make me feel awful i want to be able to enjoy life,0
"i also did the #dragonage quiz thingy and got zevran 🥺

feels accurate 🧍‍♀️ i romanced him in my origins playthrough and i miss him

uquiz.com/quiz/dr6j3M?...",0
I think it's a list of people to follow and get started here in case you feel like your timeline looks a lil empty. I rather follow people organically but it might help other people,0
"Thyroid medicine 😭. It has to be taken on an empty stomach, and I’m not supposed to eat/drink for at least an hour after I take it. 

If I eat/drink too soon, I feel 300x worse (learned from experience 🥲)",0
"If you feel like the fact that I have serious moral issues with the current state of the democratic party and their frontrunner (i.e. calling the pandemec over early, funding genocide in palestine, sitting back while civil rights are being stripped nationwide only giving empty platitudes)",0
"man why do i feel like shit 

*camera pans to empty bag of haribo gummies i bought today*

its a mystery, guess we'll never know 🤷‍♀️",0
I feel called out.,0
"Really hard to feel in that Christmas mood this year. Not sure why. This is normally my favorite month but I’m just left feeling…empty.
Since moving to Wisconsin, it’s very hard to see my parents during this time of year where I normally would. Maybe that has something to do with it.",0
ohhhh today is already a bad day I feel empty and useless,0
"I feel like there's 2 pretty distinct groupings of fallout games.

ones that are about exploration and environmental storytelling (1, 2, NV)

ones that are about fanservice and are largely empty outside of quests (3, 4)",0
"or, you get 15 minutes into it and go ""I feel too empty to be doing this rn"" and go to bed early instead.",0
"I don’t often pull for shirtless man, but I feel like we can make an exception in an Empty Birmingham Bowl and let this young man live his life.",0
"like i feel happy, but i also feel kinda empty? what am i fr?",0
"Historic win:

Yassamin Ansari elected in AZ-3, becoming the first Iranian-American Democrat in Congress.

She counters the only other Iranian-American in Congress, Stephanie Bice (R) who, unfortunately, is on the Dark Side

🇺🇸",0
"Well, my wife and I have been fans since we were kids (70’s), and endured the days where I’d only take the company tickets depending on whom they were playing. Back when we’d stand courtside pregame watching the warmups because it was basically empty.  I kinda feel like that cycle is beginning again",0
"I dont feel like keeping the search because every ""no pets allowed"" is a kick in the guts. Why the fuck renting an empty tiled space would not allow a damn pet.",0
"The overwhelming sense of dread and loneliness I feel when I'm silence/alone with my thoughts is staggering and scary. I feel so empty and desperate for safety and comfort 

My husband works long hours just for us to live as we do, and I'm grateful- I'm just also afraid of my buzzing mind",0
"like i think the reason i don't like chromatica is that it doesn't have the layers to the production, the lyrics feel empty, and the signature gaga choruses/hooks just weren't really there. but the more i listen to abracadabra the more it grows on me because i notice new elements to the production",0
"She must be so miserable, so empty. I feel sorry for her.",0
I feel so empty,0
"I feel empty, lonely, unwanted, and abandoned. No one really wants to talk to me anymore. I always get the vibe that people are just humoring me, but really they think I'm annoying and try to get rid of me as fast as they can.""",0
"✨Officially starting the countdown✨ 
Spirit Swap: Lofi Beats to Match-3 to"" comes out in 30 days! It's been years and now we're down to a month to launch. 

May all your crop tops (and emotions?) always be full to bursting, if you're into that sort of thing.

store.steampowered.com/app/1592170/...",0
"I got off it when I went from salaried to entrepreneurial for a moment and never got back on. But man did I feel like Superman on that stuff. Until the crash. Sometime after dinner, I was a truck running on empty.",0
"A meltdown is an intense reaction to being overwhelmed by stimuli or emotions. It’s not a tantrum but an involuntary response to sensory overload. 

Afterward, exhaustion sets in, and time, calm, and understanding are needed to recover.",0
"It has been a hot minute since I last opened this and reading some stuff even I forgot I came up with 😂 
It's still a little empty but feel free to have a nosey
www.worldanvil.com/w/royals-wor...

#worldbuilding #wip #fantasywriting",0
"I get peoples passions and America has done a lot of shitty stuff over the century but sometimes I feel leftists operate from positions of campism and empty headed ""America bad"" politics which blind them to the actions of other imperial superpowers and their own agendas.",0
"I can feel it a total emotional break down over art and other things in my life is coming I'm trying my best to not think about anything and go full head empty mode 

I'm up late loosing sleep

My social media ""break"" isn't working 

[I can't touch grass I'm chronically ill]

Ahhhh",0
"I hope plenty more of your countrymen will feel the same.
Too many are fooled into admiring an empty bully.",0
"I've noticed in the past couple days the media reporting more on the conditions of Palestinians, on top of the EU & Biden signaling hesitance on unconditional support for Israel. I know rhetoric changing can feel like an empty gesture, but it's the 1st step in policy changes. Keep up the pressure!",0
"56. Secret level 6/10

Better then I expected but still some major flaws. Too many ended to early or had no real conclusion leaving me feel empty
Unreal tournament and warhammer were the best ones",0
"It makes me feel very empty tho, I'm only truly coming to terms with it all now, in a really stressful time in my life 😭 I know I got it and I'll be okay and I'll find ways to express myself in safe manners but FUCK man",0
"I wanted to make some post but i just feel so empty like that series was everything and yet only one team could proceed
All I know is I'll be back next year to support these players 🫡",0
I’ve been patiently waiting and so many people I used to follow over there are now here and it’s lovely.  It doesn’t feel so empty and my feed feels like my feed again ❤️‍🔥,0
"Imma be over dramatic...

Not having any new comments after the three days is sorta sad. I feel empty. Like... I need to post more so my reader will have more to experience.

It's weird. :/",0
"I don't have social anxiety, but if a location is suddenly empty and I'm one of very few people left, you bet your ass I'm gonna feel like I gotta leave too.",0
"everything feels so pointless and empty. I don't need a purpose to live, I don't need a reason, but I do need company. I feel like I'm just fading, rotting, vanishing from the world. I feel so fucking isolated. at least before I knew you I didn't know what it was like to be seen for who I was.",0
"The combat is pretty decent, but for me the biggest negative was the open world. It felt very empty and hollow and I feel like a linear pathway would have probably been better. Compared to other open world games it felt reeeally basic",0
i feel so empty when i have no piece of media to be heavily obsessed with,0
"I always feel this way after cons and not having a cosplay to work on.
The come down can feel a bit empty.

I hope you feel better soon and find something that can scratch the brain itch.",0
"I feel so empty because I haven't written in months, but work has been so draining",0
"A friend who grew up like a brother to me is going through some horrible stuff right now and I don't know if I am emotionally or mentally able to be there for him to the extent I need to be. I am empty right now. I have nothing in the tank to give, and I feel horrible about that.",0
"…parents about something. Now, I feel so much shame and guilt for what I said to them. I was standing up for what I felt was right for myself, but now I think I failed them and they’re disappointed in me for my decision.
All this to say, I now feel like an empty shell. I’m exhausted with living.",0
"I am curious how the advocates for Palestinians who supported Trump feel about this proposal to empty Gaza of Palestinians. Curious why Donald wants to start a foreign war. Think Palestinians and their supporters won’t fight this? Wouldn’t you if it was your home?

www.nytimes.com/2025/02/05/u...",0
"everything feels so pointless and empty. I don't need a purpose to live, I don't need a reason, but I do need company. I feel like I'm just fading, rotting, vanishing from the world. I feel so fucking isolated. at least before I knew you I didn't know what it was like to be seen for who I was.",0
That Kamala Harris Fortnite map just feels like a bad liminal  space. Has droning music and it being locked to 4 players max makes the map feel really empty. I half expected a GMOD nextbot to chase me down. Can't even emote in it either so not even cool to hang around in. Just kinda creepy.,0
"don't mind me just throwing my thoughts into the void just so the void won't feel empty. I got you, void.  I'll make you feel full and warm and comfy.",0
"The disappointment i feel when i go for a sip of coffee, only for the mug to be empty, is immeasurable.",0
"…parents about something. Now, I feel so much shame and guilt for what I said to them. I was standing up for what I felt was right for myself, but now I think I failed them and they’re disappointed in me for my decision.
All this to say, I now feel like an empty shell. I’m exhausted with living.",0
"All right. Things are getting a little weird around here, so I feel like I should just let people know that if your profile is empty and you follow me, I'll most likely block you.",0
"Dusk: “…moon’s already aware…as for Sun…and the others…heh, best for them to not know. Im not owed an apology…if it were one of you guys, i would have thought the same…its hard to tell the difference…after bathing in this creature’s blood…i still feel empty about it…”",0
"Depression is really shit, I woke up early well rested, studied well, self care, took breaks and still I feel like shit, empty sad… sigh it’s exhausting",0
,0
I feel empty and deflated,0
"Well I now have to modify my office desk decorations.

https://www.lovenhl.com/1205183/

I've had these on my desk for a long time. 86, 88, & 91. It's going to feel empty for a bit. by Impressive_Wafer454
The post Well I now have to modify my office desk decorations. appeared first on Love NHL.",0
This is my first year without doing Thanksgiving with any family at all. I don’t know what to think or how to feel. It used to be my favorite holiday. Now it’s empty.,0
"Every day, I feel heartbroken about our fragile planet. Everyone is fighting left, right, and centre, and no one in mainstream media is stopping any and all genocide and oppression. Not even a single Christian.

Living in 2024 feels like sitting in the middle of an empty intersection.",0
,0
"is it weird that i miscarried with my ex and we both kinda didn’t react to it? we didn’t know i was pregnant and i just went kinda blank, didn’t know why i was in so much pain didn’t know what was happening nd when i think about it i just feel emptiness, not sad, just empty. is that normal to feel?",0
and feel an empty pit in my stomach. And yet..a small glimmer of hope and faith in Americans in my heart has yet to be extinguished. I just know there are plenty of us left who still love this country and will not willingly surrender. I hold out hope that they will cry out “ENOUGH”,0
"it looks like what it is, a building built in the 2020's... it's just to sterile, it's too bright, it's too white. its looks sterile to me. When I visited Notre Dame, I felt a sense of hugeness but also a sense of closeness and warmth, all I feel now from the pictures is empty and cold.",0
"I love digital and Bandcamp has been both a blessing and a curse. I love buying vinyl, but it seems more the thrill of the chase these days. Problem is going to shops where the staff are so good, I’d feel guilty leaving empty handed. HELP needed😄😄",0
"god, i can't imagine how empty and pathetic it must feel to be these people. i'm so sorry.",0
"Mirror

Is it safer to stay in the light, or in the dark? I may feel safer seeing myself and my surroundings, but I become easier to see to those hiding in the dark, too.

#photography #liminal",0
"Also: that gang definitely woke up with empty balls and rather less money than they thought they had.

But I figure once they rehydrated, they looked back on this night with fear, awe and lust.

Don't feel ashamed for losing guys, it takes a very special kind of man to keep up with those two.",0
"hii bluesky I feel like I am skeeting to an empty void but thats ok bc my audience has always been imaginary from an early age, thank u leo moon",0
"Actually, I feel that you have just summarised your own empty personality at this point",0
"I am saddened, but not surprised unfortunately.  He has no capacity for caring- an empty soul.  

I visited Auschwitz as a teen.  I was so sickened by what I saw, I literally would have to stop and sit to recompose myself.

If you can’t feel it as Auschwitz, you can’t feel it anywhere.",0
"THIS IS ME FOR FUCKING REAL

every time I finish a drawing im proud of, I run everywhere showing it to all my friends excitedly saying ""LOOK WHAT I MADE!! LOOK!! LOOK! I MADE THIS!!""

AI would just lead to an empty feeling. I would rather feel that joyous extreme.",0
"Oh, and the pinned posts say follow @urbanism.plus to join the feed but that's a lie. It's a chicken vs egg dilemma and I chose to fib. Hopefully this absolves me.

This switch won't happen until that account has a larger following. I don't want the feed to feel empty!",0
"i barely have room for everything going on up here! i used to shake my head and feel my one brain cell rattle around but now the inside of my skull is padded to the brim with BIG BOY! when janet said ""how empty of me to be so full of you"" i did NOT feel that 💚",0
Actually yeah I feel that. Maybe when Kai gets localized I’ll buy the PS5 version in English so my collection doesn’t feel as empty,0
"So, guess I'm single again. I hope he changes his mind. He's just really depressed. I feel so empty.",0
"I just want to find a way to stop feeling empty inside. 
I just feel like I am going through the motions and very poorly, might I add.
I feel like I just exist because I am here and it's what I have to deal with. It just makes me feel like nothing on top of nothing and I just wish it would stop.",0
"I really do try to be an adult and NOT feel joy when a rethuglican lawmaker has a medical issue and collapses on stage. But when they stand behind ideas that threaten/harm people, my basket-o-fucks for them runneth empty. Let 'em fall. I'm not above feeling that joy. 😊",0
"I've been seriously lacking passion lately. I want to paint, but I feel empty sometimes, and what I do work on feels mediocre because I think my heart is not in it.  It's mostly because the prospect of being an artist feels bleak to me, as I don't feel I have much chance of success.",0
"Handshake handshake 
Maybe it's also because all of them feel dead in different ways too? Twitter is...Twitter. Bluesky is empty. Tumblr is a weird limbo. Discord feels both too exclusive and too personal, to the point I mostly stay in DMs because groups tire me out
I don't know. It's weird",0
"I can’t really describe how I feel rn. Excited, empty, scared, threatened, challenged, not giving up, confused, sappy (sad and happy). 
Hoping to come out of this, a much better version of myself",0
If anybody wants me to check out their game on a stream feel free to let me know! My friday game stream queue is getting empty and I need games to fill it with,0
"I really liked the Junkyard Joe series, but Geiger, the original issues and everything in this special, just felt “pretty empty,” as in very pretty but also pretty empty. They feel like movie pitches first, comics a distant second.",0
"PAYBACK CHAPTER 94💙🐰💙

“You cannot be forgiven just because you were oblivious. That’s the dreadful truth I came to realize over the last couple of years. The revenge is over, but why do I feel empty? Am I worn out?”
For Yoohan, it’s never really over. 🥺

#PAYBACK #samk #fujoking #페이백 #삼크 #푸죠킹",0
turned off the lights n lit a candle n the way my mood improved was crazy. like i didn't feel like an empty pit of sadness anymore. i always forget you can use cheats on your brain like that,0
"""The flight isnt full if you'd like to move feel free"" attendant points to a completely empty row. I... I couldn't ask for a better end to the trip.",0
I like listening to theoretical physics lectures to feel like an absolute dummy. Just happy and empty headed.,0
Sometimes it’s tough sometimes I just feel empty like damn :( what are you even replying about :( are you excited :( what do you know about the situation I put them in :(,0
"yeah that’s so fair. driving on an empty rode or like the freeway without cars right next to me is usually the only place i feel like i can, and i have to like.. NEED to, but it’s so nice. car is also great to sing-cry (or scream-sing-cry) for sure",0
*thirsty for girl cock voice* I feel so empty rn,0
"Kinda wish I could just find someone I could be happy with. Only kinda. Not desperate at all.  Nope. Certainly don't feel empty rn. Absolutely no melancholy here. Nuh-uh. Not an ounce of jealousy or sadness. Tired of just floating through life, all while trying to enjoy it? Can't be me!",0
"This honestly encapsulates pretty much everything I feel about the obsessive hot sauce thing

I like chilli about 10 times as much as the next bloke so I'm pretty absurdly acclimated to it, but South Asian recipes TASTE good

These sauces are bitter and empty of anything other than heat

Worthless",0
"I felt very still and very empty, the way the eye of a tornado must feel, moving dully along in the middle of the surrounding hullabaloo.

💙📚",0
"Oh boi, I binge the entire manga the other day and now I feel empty & wanting for more too. It was a worthy binge I tell ya! 🥴👍",0
im rearranging the house for a show tomorrow and i feel kind of downright menacing sitting on a lone couch on the opposite end of an empty living room,0
Thanks Penny. I still feel empty without her. She was by my side for 16 years almost every day. But she is always in my heart. 💜,0
"For those who are curious, here's how the Moderna shot felt:

Imagine the most painful, deep tissue shot you ever had.

Now imagine the exact opposite of that, where you barely even feel anything. That's what it was like. I had to look to see that the syringe was empty.",0
"I feel weird...
Post Christmas is so...strange, I feel tired, empty...
I hope new years with my friends will help with my mood",0
"AU scene for Olivier, where Guerrier was meant to marry Maggie instead:",0
pft dw i get it that's kinda on me for havin a mostly like. empty ominous main blog but yeah no just wanted to give my two cents since it sometimes does feel kinda lonely or like you're buggin others for bein into very specific stuff compared to the wider fanbase and i get that general sentiment ^^',0
I miss nights like this with my little fur baby 17 years just wasn’t enough time. It’s been 3 months & life isn’t the same & feel so empty and sad everything reminds me of her. She used to love watching TV getting her little belly rubs & pets with me before bed.,0
"🖤Robin Williams🖤 once said: ""I think the people who have experienced the most sadness are the ones who are always trying to make other people happy. Because they know firsthand what it's like to feel empty and depressed, and they don't want anyone else to feel that way."" 🤍",0
"it's too empty still here. I guess it was also starting to feel like I was just talking to the wall on most days on that other place, but at least I could read other fandom people's posts",0
"this is how i move from ""stuff moves around in a circle"" to art with something interesting to say

earlier stuff had something to say, too - i'm just really not in an ""empty divine perfect shapes float effortlessly through the void"" mood right now, so previous techniques feel dull and uninteresting.",0
I really dug THE BOY AND THE HERON! But then it ended and I realized I had no idea what any of the metaphors were!! I feel strangely empty,0
